4332 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P31947,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,Q07912,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P10599,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09496,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
9838 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533 P05067,P09429,Q15717,P0CG48,P04629,P04637,P05412,P00533
4352 Q9BRX9,P00533,P04637,Q14258,Q15717,P05067,Q13573,P05412 Q9BRX9,P00533,P04637,Q14258,Q15717,P05067,Q13573,P05412
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,P04637,Q9UBU9,P05412,Q15034,Q15717,P0CG48
4352 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48 P04629,O75783,Q14258,Q9UBU9,P05412,Q15034,Q15717,P0CG48
3910 P00533,P46695,P04637,Q14258,Q15717,P05412,Q00987,P05067 P00533,P46695,P04637,Q14258,Q15717,P05412,Q00987,P05067
6758 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067
6758 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 P46695,P00533,P04637,P05412,Q15717,P04629,Q00987,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
6758 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067 Q8IX90,P00533,P04637,P05412,Q15717,P04629,Q96GD4,P05067
3054 P04637,P62312,Q14258,P00533,P04629,Q13148,P05067,Q15717 P04637,P62312,Q14258,P00533,P04629,Q13148,P05067,Q15717
3843 P00533,P62312,P04637,Q14258,Q15717,P05412,Q13148,P05067 P00533,P62312,P04637,Q14258,Q15717,P05412,Q13148,P05067
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
4737 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717 Q9NU19,P04637,P00533,Q14258,P05067,P05412,P12830,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
6654 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717 P04629,Q9NU19,P05412,P05067,Q14258,P12830,P00533,Q15717
