Q9CPP0 Q6PAC3
Q91Z50 Q91Z50
Q9CZ69 Q9CZ69
Q8R3C0 Q3TIU4
Q61738 Q9R100
Q8C9D4 E9QN59
Q91WD9 P97950
Q99LI9 Q9JHE7
Q9R1K7 Q9R1K7
Q6P9L6 Q5NCI0
Q99PN3 Q5U4H9
Q9Z180 P42209
Q9D6Z0 Q9R0S0
E9QNG6 E9QNG6
Q80SY9 Q8BHT7
Q62178 Q62178
Q924X6 Q924X6
Q3UHD9 A2AIV8
Q3MI48 Q921K9
Q8BI79 D3Z5N8
Q9WUR2 Q9WUR2
Q8BVQ9 P61222
Q8BG18 Q8BG18
Q8BR07 Q6PAJ3
Q3U0P1 Q3U0P1
A0A0B4J1G6 O88875
Q61144 Q61144
Q5NCE8 P97432
Q9R1R0 Q8BGA7
P46938 P46938
Q922H9 G3UVU5
P60335 P60335
F8VPN4 Q8BND3
Q8R0F6 Q8R0F6
Q9ER73 Q9ERZ0
P42581 O08966
P70121 P53762
G5E8T9 Q6VGS5
Q91WD9 Q8BGV3
P08113 P08113
Q9CS74 G3X8R8
E9Q349 Q91ZG2
Q9D2F7 Q922X9
Q8VI78 Q8K0Y7
Q3UHD9 E9PUJ6
Q9ERS4 Q8R100
Q9D8Y8 Q8BLG0
G3X939 Q9D1D1
Q91ZG2 E9Q349
Q8CHV6 Q9JIG4
Q9EPB5 Q8BGZ1
Q9CWR2 P08122
A0A0R4J057 P70347
D3YYQ7 H3BLC8
Q8BZ36 Q8BZ36
Q3URE9 Q80Y24
A2ADB2 A0A0R4J1C5
Q9D824 Q9D824
Q80TF4 Q8R3C0
Q9WUV0 P47809
Q91YK8 Q91YK8
Q91Z50 D3YWH1
A0A0R4J1C5 Q8QZS5
E9Q5Z6 Q8BUY9
Q7TSH3 A2ADB0
Q8K2B3 Q922U1
A2ACM0 Q08460
A0A286YCN8 Q80XJ3
P63085 P63085
Q9D300 Q921K9
Q8K3A2 Q8BKX7
P55271 S4R2L8
A0A0N4SV67 Q6GU14
O35375 G3X973
P97785 Q8BHT7
Q8K353 Q9DB54
Q7TPR4 P09411
A0A0R4J1G3 A0A0R4J0S9
Q6ZQ11 A0A0R4J0G9
Q9QYJ3 Q9QYJ3
Q8BKX7 Q8VCZ3
Q80ZW2 Q80ZW2
Q9QYE3 Q3TQ03
A0A0R4J0I4 Q6P1G0
Q9D9W0 Q9D9W0
P59054 P59054
P63013 P63013
D3YZS9 Q8C6D4
O35308 P0DJI6
O35625 O35625
D3YYL3 D3YYL3
P18052 P48967
B2RUG9 Q08460
Q9QWW1 O88602
Q6Y4S4 Q6Y4S4
A0A0R4IZX1 A0A0R4J1S3
Q61738 Q6F5E0
F7DCP6 F7DCP6
Q8CBD1 Q9CR39
Q9DBR3 Q9DBR3
Q9JLH8 Q9JLH8
G3UX69 A2CG28
Q9Z265 Q9Z265
Q8CGB6 Q3UHD9
Q5U4H9 Q99PN3
G3XA20 O08966
A2CG28 A0A0R4J0V4
Q9WTM5 Q9WTM5
P70325 Q8C0Q3
Q9CS74 Q9JJP2
Q9Z2D1 A0A0R4J0E0
F7B7X2 F7B7X2
Q91V57 Q6PD10
P97334 P97334
P07744 P07744
Q3U1J0 Q9D6D0
A0A0R4J021 Q9CQS4
Q9Z0V8 Q9CPY3
Q8R2N0 P14719
P42209 Q8C6D4
D3YW39 Q8BR27
Q9DB54 Q8BYH0
A2CG28 O88904
Q80U63 O35239
F8VQB2 F8VQB2
Q80TG1 Q80TG1
Q91ZD6 Q9JJP2
G5E8R8 Q9D338
Q922H9 Q922H9
P18760 Q9DCH4
Q8VDP3 A2A8Z1
A0A0R4J0R3 P59108
P10711 P59598
Q6ZWR4 Q6ZWR4
P63168 P63168
Q80UY2 P12815
Q9CQ28 Q9R1K7
Q922X9 Q9EPB5
Q9JJT9 Q7TMG8
Q8C428 A2RTG9
Q0P5X5 Q68EF4
Q64478 E9Q2M3
Q9DCH4 Q9DCH4
Q8BGR8 Q3MI48
O88904 G3X9P9
Q62431 Q61069
O88307 Q9DD02
Q8VE91 Q8VE91
Q9CR73 Q8CEG5
Q9CWT6 Q8R3C0
Q9JHG1 Q5M9N4
Q4VBE7 P17564
A0A140LJ72 P59672
Q9CZW4 Q9D2C2
Q8BYG9 Q5FW53
E9Q3X0 E9Q3X0
Q58Y75 Q58Y75
Q8VE04 Q9CWV7
P09025 Q6P9Z1
Q8K284 F8WGW3
P43431 Q8K3P0
Q9Z0H1 Q9Z0H1
Q9JIK5 P54775
Q9QZS8 Q8R0L1
Q8BZR9 Q7TSQ8
D3YZS9 P42209
Q9Z275 Q9Z275
Q8C0Q3 Q9WUU6
Q60748 Q60748
G3X939 Q6F5E0
Q9CXI3 Q8CHV6
Q80VP5 A0A0B4J1F1
P55086 P55086
F8WGW3 Q8BZX4
A0A0R4J1K6 Q2TBA3
G3X9P9 Q8C4X1
Q8R3V6 Q3TYD6
Q9D1C8 D6RGA0
Q8BGA7 Q8QZV0
Q80V62 Q80V62
Q9Z1X9 A0A286YCV9
Q9D084 Q9R0S0
P0CG49 P0CG49
P53762 P70121
Q6P9Q6 Q641P0
E9Q577 Q9D8Y8
Q9CQL5 Q60739
Q8CGB6 Q9CPU7
O35625 Q8BT07
Q3ZK22 Q9CRA4
Q8R480 Q9D4H1
Q8BND3 F7DDS0
Q61781 Q9DBR3
Q9CZR4 Q3UD01
G5E8B9 A2ASQ1
Q9DCJ7 Q8BGY2
Q7TPG0 Q7TPG0
Q14DH7 Q14DH7
Q9Z131 Q9Z131
P09036 Q91ZY2
Q923G2 O35491
Q8C4X1 G3UX69
Q8R3V6 Q6NSR8
Q9D0M0 Q9D0M0
Q3U595 P59438
A0A286YCI8 A0A286YCI8
P10107 E9Q616
Q60748 Q3URE9
Q7TNU7 P12388
Q9R100 Q60771
Q3UKR0 Q3UKR0
Q6VGS5 E9PYA3
Q80U38 Q922H9
P61620 Q9WVK4
Q8BXC6 P98084
Q5SW28 Q5SW28
Q9Z1M4 Q9DAM5
Q60649 Q60649
E9Q1U6 E9Q1U6
A0A0R4J021 Q8BYG9
P35438 Q9JI91
O54917 Q9CWR2
O88816 O88816
E9QJU7 Q8C0D4
Q80Y24 Q3URE9
Q64523 P48725
Q5NBX1 Q9D279
P63015 P63015
Q9Z1T1 Q61768
Q9DC29 Q78IK4
Q9Z1E3 Q99PN3
Q62108 Q62108
P63013 O88444
Q60843 Q6R2P8
F7AC58 Q7TMM8
Q9CQQ7 Q9CZW4
Q9CYR6 Q9CYR6
O55074 O88987
Q9D824 Q9Z1E4
Q8VCD3 E9Q9M9
P40646 E9QNR8
Q9CQI9 Q99K74
Q9QZJ6 Q9QZJ6
Q3TYD6 Q6PDX6
Q5SUH6 Q5SUH6
P35293 Q8R5K4
P59598 P59598
A0A0B4J1L1 O88444
P27048 P81270
Q8K0U3 Q8K0U3
O09172 Q61781
Q3UHC1 P70697
Q9DAM5 Q8BFX1
P62984 P62984
Q8C341 Q66X22
Q8BRM2 Q91VZ5
Q99JX4 Q99JX4
Q3B7Z2 Q3B7Z2
Q4QQM5 Q8K0C4
P28658 P28658
Q9WTZ0 Q99K74
P09411 Q8CIB5
G3UWB6 P33033
Q8BU88 Q8BFX1
A2AIV8 Q9CPU7
Q5BU09 A0A0R4J0E0
Q6NZI9 Q6NZI9
O55134 P16283
Q9D2N8 Q9D2N8
P31313 P31313
P59672 G3X8V6
O35609 B0V2N1
Q8R124 Q9D1N9
P83741 P42337
Q7TPD1 Q62383
Q6P243 Q8R0S1
Q62311 Q62311
P58390 Q99MS7
Q9R1A8 Q9R1A8
P35550 P35550
Q9D4C9 E9Q9M9
Q8C7U1 Q8C7U1
A2APB8 Q6P9Z1
Q9CY73 Q80TF4
Q505D1 Q505D1
Q6PDG5 Q9CQF3
P08226 P08226
O35984 A0A1L1SSA4
Q6PDG5 Q6NS46
Q9D2D9 Q9R1K7
Q6NZP1 Q99KJ0
Q9Z1L4 A0A0R4J0C0
Q9Z0Y7 Q9Z0Y7
P26955 G3X939
Q6PGG2 Q6PGG2
A0A0R4J0V0 Q9R0S0
Q9CQ28 Q8BVH9
Q7TMG8 Q9JJT9
Q9D1D1 Q6F5E0
G5E8X2 Q8R100
O35375 Q60664
O88987 O88987
Q04888 O88552
Q3U8Y1 Q9R1A8
P70325 E9Q5L8
G3X9Z4 P59470
Q8QZS5 Q922H7
Q3MI48 Q8BGR8
P70377 P70377
P10300 A2AJW5
Q9CQC6 Q9CQC6
P70331 P70331
Q9CVI2 Q9QXE2
Q9CQ39 Q9CQ39
A0A140LJ72 G3X8V6
Q9D023 Q6R0H7
Q8BZ33 Q8BZ33
P00757 P00757
P60766 P60766
P28658 P04104
Q9D6F4 Q3TY86
Q8BWT5 Q8BWT5
A2ANX3 Q148W0
Q61275 O35558
E9QJU6 E9QJU6
Q9ER69 Q61598
O08966 P43687
P27548 P27548
Q91VR8 E9QMN1
Q8BWG9 Q8BWG9
P63044 P63044
Q9CXT6 A8Y5H7
Q923F1 Q9CQU3
Q9WTZ0 Q91VJ5
Q9D1F4 Q9D1F4
Q9JIF9 Q9JIF9
Q9R1B9 Q9JKL4
Q8C804 Q9CS74
P62331 P62331
Q60668 P84104
A3KBF5 G3XA20
E9Q395 E9Q395
Q8VCZ8 Q8VCZ8
Q6P1G2 Q7TPD1
Q7TSN6 P56479
Q9D6F9 Q9D6F9
Q8C5L7 Q8BVK9
A0A0A0MQF5 F6VDQ9
Q8K0C4 O88396
Q6Q477 B0V2N1
O09051 O09051
Q8C0M0 E9PUB7
Q9CPX6 Q9CPX6
Q9CQ28 Q09324
P27048 Q9JII5
O88379 Q9Z2D1
O08811 Q922H1
A2ADB0 A2ADB0
Q925N4 Q925N4
Q8CIV7 Q8BGR8
P58390 Q62559
Q80ZJ8 Q6VGS5
Q6NXY1 Q5DW34
Q9JJP2 Q80UP3
Q9D8V7 Q9D8V7
Q64151 A0A0R4J092
A0A140LJ72 Q8R3L5
G3UYS1 B1AXD8
Q60952 M0QW59
Q8BU88 Q8BU88
Q80UW8 Q80UW8
Q5D078 O55082
Q810D6 Q810D6
E9Q2M3 A0A0R4J0I4
Q60760 Q60760
Q6Q477 Q6Q477
Q9JII5 Q9Z1K5
Q8C804 Q5U4H9
A0A0R4J097 A0A0R4J097
Q9WVA3 Q8JZQ9
E9Q357 E9Q357
Q60925 P56280
Q3UD01 P59672
Q3V3N7 Q3V3N7
O88904 A2CG28
P10639 Q9WVK4
P18052 P18052
Q9D4C9 Q9D4C9
A2RTG9 A2RTG9
E9Q349 Q923K4
Q8BWG8 Q8BWG8
Q8CB96 O70176
Q9D031 P08226
Q3UD01 A0A140LJ72
P86045 P70445
Q8BIG7 Q8BIG7
Q8C079 Q80U63
Q9DCV6 Q9CQI1
P97402 Q9CWV0
Q6PIP5 Q8C079
Q9D1T5 Q80Y24
Q64213 Q64213
A2ARP1 A2ARP1
Q5IRJ6 Q32NY6
Q9CXW4 Q9CXW4
Q9D0I4 Q9D0I4
Q3TTA7 Q3U9N4
Q8C5Q4 A2A4P0
Q3UHC1 Q61152
Q920E6 Q920E6
Q9D6V8 Q8C0J2
A2AF53 E9Q5K9
Q9WV60 Q9WV60
Q9D7C9 Q91YZ5
Q8BVQ9 Q9R190
A2AEP2 Q80VP5
O09172 Q99M80
J3KMH5 Q8BIJ7
Q80SY9 Q80SY9
Q3TBN1 A0A0R4J1G3
Q8BND3 F8VPN4
Q5RL57 Q9D662
P61021 O08912
G3X959 Q3U2J5
A2A7S7 F6U2C2
G3UX69 G3UX69
Q9Z2D1 Q499D0
Q9CXU9 Q9CXU9
E9PYN9 E9PYN9
G5E8B9 Q6PFD6
P07744 Q9Z2Z6
P51910 Q08423
P61168 P61168
Q9Z127 Q9CZ52
Q3UHC1 Q3UHC1
O35558 O35558
Q9R1R0 Q8R100
P09025 P09025
Q5Y5T3 Q5Y5T3
Q61024 Q99LE6
Q9JKL4 Q9R1B9
Q8VE98 Q8VE98
Q5U462 Q9CZR4
O88987 Q60662
Q8R0F6 P47809
Q80XJ3 Q3UNH4
Q922U1 Q922U1
A0A286YCV9 Q80TF4
Q922H9 E9Q2V7
A0A286YD23 P43267
P60605 Q8JZQ2
Q6PAJ3 Q8VDP3
P97950 Q6J1H4
E9Q7T4 E9QNG6
P19467 P19467
Q3U595 Q3U595
A0A0R4J021 A0A0R4J021
O35618 O35618
Q9D0R2 Q99JX4
Q9CQU3 B0V2N1
A0A0R4J069 F6ZFP8
Q3UHC7 Q3UHC7
Q8C341 Q8C428
Q3UFM6 G3X8R8
Q91VE3 Q91VE3
Q7TMG8 O54941
A0A0R4J098 D3YXQ7
Q8BQ46 Q8BQ46
Q9D300 Q9D300
Q9QXM0 Q61144
Q8VBV3 Q8BFX1
Q80Y24 Q9D1T5
Q6Y7W8 Q6Y7W8
A0A1L1SVA9 E9QKG3
Q8BY71 Q9DCC4
Q6NXY1 Q9QZB7
Q3U717 Q8BWT5
Q6PEB6 Q6PEB6
A0A0R4J057 D3YYQ7
Q3URE9 Q8K003
Q8K2G4 Q8K2G4
H7BX05 Q921W0
A0A0R4J187 A0A0R4J187
Q9WUI1 Q8C9D4
Q9CQS4 A0A286YD23
Q9CQU3 Q9CQQ7
Q9Z1K5 Q9Z1K5
Q5UAK0 Q7TPN9
P83741 Q61263
Q9WTZ1 Q80SY9
Q9QXN0 Q8C1Q4
Q8CJ70 Q9JKV9
P68033 D3Z656
O88904 O88904
Q9JJU6 E9Q5Z6
Q80YD6 Q80YD6
B2RUG9 P42337
Q8BHE5 Q80YD6
Q99MW1 Q99MW1
Q8R3C0 Q8BND3
Q99LE6 Q99LE6
Q8K119 Q9Z1X9
A2A7S7 A2A7S7
Q62035 Q62035
Q6NV72 Q6NV72
Q9JLV5 Q9JLV5
P48962 Q9D8W5
F6U2C2 F6VXZ2
Q61216 Q9ESX5
Q8R1F9 Q8R1F9
Q5SSK3 Q9CR40
Q8CEG5 Q8CEG5
Q8BH49 Q8BH49
Q9D1N9 Q8R124
A2AF53 P54763
Q99M02 Q99M02
Q9Z180 Q8C6D4
Q8BTH8 P14719
Q9D2C2 Q923F1
Q91ZY2 Q9EPB5
Q91W59 Q91W59
P27790 O70477
Q921S7 Q8BZR9
Q9CQF3 Q9JIK5
Q80U63 G3X9Z4
Q9R061 Q9R061
Q78T81 B1AZA5
P61967 Q80Z38
Q8VHQ3 Q2M3X8
Q8R3P2 Q8R3P2
Q62383 Q6P1G2
A0A1L1SSL9 A0A1L1SSL9
F8WGW3 Q80U04
Q9EPR2 Q9CSB4
Q8BYG9 A0A286YD23
F6TVP2 F8WJE0
Q9R0M3 Q9R0M3
P97343 P81068
Q8K1R3 O35239
Q3MI48 Q8CIV7
Q8BP92 Q8BP92
P13373 Q9CQ52
Q99M01 Q9CYU6
P51450 P51450
Q8BIV3 Q8BIV3
P61202 P61202
Q8BWQ4 B1ARD6
Q9CUB6 Q3UFM6
E9PY95 E9PY95
Q9D2C9 Q8C0D4
Q52KR2 E9Q3H4
Q7TNK1 P07744
Q8VBW6 Q8VBW6
Q0P5X5 Q9D2F7
Q61598 Q9ER69
Q76N33 Q76N33
Q923F1 P60605
P59108 Q6P9Z1
P97480 P97480
Q921W0 Q921W0
P62715 P62715
O88491 O88491
E9Q616 P10107
Q8R0A7 Q8R0A7
Q3V1N5 Q9D3D0
F8VPV0 E9Q784
A0A0R4J1C5 Q922H7
Q6PHZ5 Q8K1R3
D3YYZ1 Q148W0
P68134 P68134
F7B7X2 Q5BJ29
Q7M6Y5 Q9JIY0
Q9QXE2 A2AEP2
Q3TTL0 P51908
Q61160 Q61160
P01837 P01837
Q8BGF6 Q8BGF6
E9Q557 P63328
P98191 Q60771
P51450 Q99N84
Q61584 P13864
Q6ZQ89 Q6DIC9
A2AQ52 A2AQ52
Q8JZY4 Q8JZY4
Q9R100 Q6F5E0
P30554 P30554
Q8JZX4 Q8JZX4
Q09324 Q9D2D9
Q80XI3 Q8BVK9
Q9R007 Q9CQ91
Q9R0U5 P16283
Q68EF4 Q91ZY2
E9QL65 Q8BIP0
Q6PAC3 Q9ER69
Q9ERU9 Q9D903
Q9CY73 F8VPN4
A0A0G2LB90 A0A0G2LB90
M0QW59 P83741
P17427 P17427
Q9WTZ0 Q9CQI9
P14719 A0A0R4J057
Q9D1T5 Q60748
O88396 Q99KU0
Q99P69 Q99P69
E9Q8D0 E9Q8D0
Q3UJB0 Q3UJB0
A0A0R4J0M9 Q8K1R3
Q9JI91 A2AIV8
Q562D6 Q562D6
Q3TEW6 Q3TEW6
E9PVY8 D3YXQ7
Q69ZS7 Q9CYA6
P13346 P41164
Q9ER69 Q6P1G2
Q9WU56 Q9D0I4
Q9DBC3 Q80TF4
Q9CQI9 Q9CQI9
O55237 O55237
O35239 A0A0R4J0M9
Q99PN3 Q9JJP2
Q6A009 Q6A009
Q99ME2 Q9D024
B1ASA5 Q80WQ8
O70469 P51637
Q3UZW7 Q3UZW7
P97445 Q7TT18
Q99JA5 Q99JA5
P70245 Q61471
D3YYL3 E9Q5L8
Q499D0 Q5BU09
Q9D309 Q9D309
P83741 P35762
A4Q9F4 Q8VEK2
Q9R0U5 Q9R0B8
Q64336 Q9Z2F6
E9PXY8 E9PXY8
O88379 Q5BU09
Q8K3F7 Q8K3F7
Q8QZY9 P27048
Q8K363 Q8K363
P10852 O89112
P70697 P70451
Q8BHL6 Q8BTH8
Q7TMM8 Q7TMM8
P47774 P47774
P09411 P47757
H3BLF0 A2ADB2
O09101 O09101
Q9DCC4 Q8CH72
A0A0R4J0S9 A0A0R4J0S9
Q8R0L1 Q562D6
P60605 Q9R061
Q6PHZ5 Q9Z138
Q8CJG0 Q8CJG0
Q9D6D0 O55074
A0A0R4J0M5 Q9D3D0
E0CY69 G3XA31
Q9D486 Q9D486
Q810P2 Q810P2
V9GXH0 Q921V7
Q61390 Q9DBS8
Q0VGU4 Q9JMH7
Q7TQK4 Q7TQK4
Q5SX39 Q8CAE3
Q9R1C7 Q9R1C7
O88622 Q8C3R1
E9Q411 Q8BIP0
Q9CPX6 Q3UK37
Q9D1F4 Q80UY2
Q922J9 Q3TTY5
Q9QZS0 Q9QZS0
E9Q2E4 Q9DAZ9
A0A0R4J0V0 Q9D084
Q6NVF9 Q6NVF9
Q80U49 Q80U49
Q8QZY9 P26350
Q4VBE7 Q9D1I6
Q8BW74 Q00286
G3X939 P98191
Q99PM9 Q5U462
O54693 O54693
A0A0R4J0R3 P09025
P47774 Q8CFW1
Q8JZP3 Q6A037
Q8BJ63 Q9Z0S2
Q9JMH7 Q0VGU4
Q9JLI7 Q9JLI7
Q0P5X5 Q9D067
M0QW59 Q08460
Q8BX94 Q8BX94
Q5F2E8 Q99P69
Q792Z1 Q792Z1
A2AKX3 A2AKX3
Q61024 Q9CRB9
Q8BHD0 Q8BHD0
Q6PD29 Q8K3F7
P49290 G3UYL9
A0A0R4J0R3 Q6P9Z1
O88746 O88746
P08226 Q80VQ1
D3YYQ7 A0A0R4J057
Q9CWV0 Q9D279
E9Q577 Q99KF1
Q80Y98 Q80Y98
Q8BK64 Q8BK64
P41233 A2A8L1
Q9CQA5 Q9CQA5
B2RUG9 A2ACM0
Q7TSQ1 Q7TSQ1
Q6P4S6 Q6P4S6
Q9CS74 Q8BT07
Q9WVA3 Q8C0C7
Q6ZWU9 Q6ZWU9
A0A0A0MQ83 A0A0A0MQ83
Q80VP5 A0A1L1STX8
O09030 O09030
G3X956 G3X956
Q80WQ8 Q91W52
Q5IRJ6 Q5IRJ6
Q99JR1 Q8K284
Q8BKI2 Q8BKI2
Q8K3D3 Q8K3D3
Q61216 Q6DFW4
Q9Z2V4 Q9Z2V4
Q7TSN6 O88854
P97334 B2RQ71
Q8R0L1 O70469
Q8C172 Q8C172
O08912 P61021
E9Q411 Q922L6
P50149 P50149
Q91ZY2 Q9D067
P70434 P70434
Q61733 A2AQ14
P28867 P28867
Q8R1F9 Q9Z1M2
Q9D8Q6 A0A0R4J057
Q8QZS5 H3BLF0
A2A8L1 Q91XQ0
A2AIV8 P97445
Q99LP8 Q80WQ8
A0A0B4J1G6 Q9ET39
P10300 P10300
P84104 Q922I7
O70273 Q8VI78
Q64213 Q61584
Q8VE19 Q8VE19
D3YYZ1 A2ANX3
O54724 Q8BKX6
Q8VHG2 Q8VHG2
P97318 Q62053
P60605 Q9CZW4
A0A0R4J090 P13373
Q3TEW6 D3YXJ5
Q8BYL4 A2AQ14
P40646 D3YVH8
Q6PB60 Q6PB60
Q8C079 Q61035
Q9JHI8 Q9DCV6
Q9CR73 Q99K74
Q9JKV9 Q8CJ70
Q78J03 O70333
Q9Z1E4 Q8R0A0
O08707 Q9D6F4
E9Q4M7 Q3UTJ7
Q80UQ2 Q8C0N1
A0A286YD23 Q8BYG9
P97496 P84104
D3YU50 D3YU50
P59110 Q61069
Q61035 Q80U63
P27048 Q8QZY9
Q8BWY3 Q8BWY3
O09172 Q9DBR3
Q99LI7 Q99LI7
Q3TML0 Q6P5B0
Q8R010 Q8R010
Q9EPS3 A0A286YD96
Q922X9 P09036
A0A0U1RNL9 Q3UZ64
O89098 D3YV92
Q9QUM9 P62334
Q6P8K8 A2ARP1
Q6ZPJ3 Q6ZPJ3
Q8VDS4 Q8VDS4
P59598 Q9Z0F8
Q3V3F6 Q3V3F6
Q9CVI2 A0A1L1STX8
Q99K74 Q9CQI9
Q8CCI5 Q07813
Q8VEI3 Q9JM51
Q922H7 A0A0R4J1C5
Q61286 Q9DC51
Q8BTH8 Q8R2N0
E9QJU7 E9QJU7
P62259 P62259
Q80VD1 Q80VD1
Q8R480 Q8VD75
A0A0R4J289 Q8K2W9
Q80TR8 V9GWZ4
P70460 Q5RIM6
Q8BIP0 E9Q411
Q704Y3 Q704Y3
Q8CCI5 Q8CHP6
B7ZDF5 B7ZDF5
Q922X9 P58390
E9PV14 A2AUK5
P70371 P70371
Q58FA4 D3YVH8
P55271 P55271
Q8VC88 A0A0R4J099
Q9R190 P61222
Q9CWR2 Q9CWR2
B2RXC6 Q64478
P67778 P67778
A2TJV2 A2TJV2
F8VPN4 Q8K119
P97445 Q9JI91
Q3UFM6 Q5U4H9
Q9D8Y8 Q64669
Q9D1D1 Q9D1D1
Q9D7P9 A0A140LJ72
Q3TTA7 Q9D4H1
A0A0R4J1S3 A0A0R4J1S3
P11157 P70191
Q0VGT4 Q0VGT4
P49650 P98191
Q5SX79 Q5SX79
Q6PDG5 Q6P4T2
Q8BWT5 P70451
Q8BGZ1 Q9EPB5
Q6PEB6 A2A863
P60710 P60710
Q8CHP6 Q8CCI5
Q3UPE3 Q9D3L0
P48962 Q9R0P5
Q5ND34 Q3UHH1
Q8VI88 Q9D7J7
Q9JJF2 Q9JJF2
Q8VIG1 Q8VIG1
Q62556 Q62556
Q62486 Q61275
Q6Q477 Q9CQU3
Q8CFD4 G5E8B9
Q8VDM6 Q922I7
P81270 Q8QZY9
A0A0R4J0M5 Q91YU7
Q5XFZ0 Q9JIF9
Q3TE40 Q3TE40
Q9QXE2 A0A1L1STX8
Q3UNA4 P70245
Q6PDQ2 P47791
F8VQ93 Q8BWJ3
Q8VE04 Q8VE04
Q8R2N0 Q9D8Q6
Q8JZQ2 Q9CZW4
O35066 Q80UQ2
Q9R1K7 Q923K4
Q9D0B0 Q9D0B0
A6BLY7 A6BLY7
Q8VDP3 Q6PAJ3
Q8BHN1 G3X9Z4
Q8BHN1 A0A0R4J0M9
F8VPN4 Q3TIU4
G3X8R8 Q5U4H9
O70273 Q8K0Y7
Q9CYU6 Q9CYU6
F7AC58 F7AC58
A2A4P0 A2A4P0
P97813 P97813
Q922H7 Q8QZS5
Q8C2B3 Q9JI75
A0A140LJ72 A0A140LJ72
Q7TPW1 P68033
Q8K1R3 Q6PHZ5
E0CYV0 E0CYV0
Q9WTP9 Q9CQ52
Q99LP8 Q91W52
E9Q9B7 Q6P1G0
Q8VCI5 Q8VCI5
Q9CY27 Q9CY27
Q922L6 E9Q411
Q8BND3 Q8R3C0
A2AEG2 A2AEG2
D3YV92 Q8BFS8
Q8K2W9 Q8BGE5
O09106 O09106
Q8BQY8 Q8BQY8
Q9D0M0 Q9WUI1
A0A0R4J104 F6TQN9
Q923K4 Q9R1K7
P12849 P12849
Q3ULJ3 Q9QY93
P43267 P43267
P97760 Q9CQI7
O35149 Q9D9W1
Q641P0 Q8R4E9
Q99PN3 Q80UP3
Q8JZQ9 Q8JZQ9
D6RGA0 A0A087WQ16
Q3UPN1 Q3UPN1
O35609 Q9D2C2
Q6P1G0 E9Q9B7
P97950 Q8BGV3
D3Z4R4 A0A0B4J1L1
Q3UY96 Q3UY96
P16054 P16054
P54369 Q3UD01
Q61598 Q7TPD1
Q6NZP1 Q60876
Q8VE98 Q9R0S3
Q8BFP9 Q9D0I4
E9QNR7 E9QNR7
Q9CR26 Q8BXZ1
Q8BYH0 Q9DB54
Q60876 Q6NSR8
O35887 P08103
P55271 Q91VZ5
E9PUE2 E9PUE2
G3XA34 Q6A085
Q61733 Q8BYL4
Q9D6D0 Q60662
Q9R0B8 O35558
P59054 Q8BI08
A0A0B4J1F0 Q61738
Q91VJ5 Q91VJ5
P14211 P14211
Q641P0 Q61390
Q8R2N0 Q8BHL6
E9PYA3 Q80X56
G3X8R8 Q8C804
O88522 O88522
Q8CFZ4 Q14CH1
Q9D6Z0 Q8CEG5
Q3U717 F6YG30
Q8BYL4 Q8BYL4
Q8R2K7 O08686
Q60715 P62858
Q922H7 H3BLF0
P16951 P16951
Q99JN2 Q8K119
O88477 O88477
Q8BFX1 A0A0U1RNL9
E0CYV0 Q99JR8
D3Z4M4 E9QN68
P34884 P34884
Q8K4K3 F7B7X2
Q9DBC3 F8VPN4
Q9D0B6 Q9D0B6
Q8C1Q4 Q6PD10
Q8R3P2 Q6PD10
Q7TT18 P97445
Q99N80 Q99N48
Q3TBN1 Q9Z1N9
Q8BY71 Q8BY71
F6UC55 B7ZBV9
Q8CFD4 H7BX05
Q9D269 D3YYL3
Q99NF3 A0A0R4J099
A0A0A0MQ90 A0A0A0MQ90
P97377 P97377
E9QMN1 Q80XI4
F8VPN4 Q9CWT6
Q8R3P2 P70227
Q8BWT5 Q3U717
Q3TQ39 Q3TQ39
Q3U5D9 Q3U5D9
F7B7X2 Q8C0E3
Q9DCC8 Q9DCC8
Q9D4H1 Q9D4H1
A6H611 P17564
Q8VDM6 Q8VDM6
Q8K1R3 Q9Z138
Q4G5Y1 Q5SSK3
P05201 Q9D892
P30935 P30935
P40646 H3BLF0
F6U5V1 F6U5V1
P09926 P55271
Q6PD10 Q91V57
Q8BVN8 Q62421
Q8CFW1 P47774
O35218 Q8JZQ9
Q6PI17 Q8BGR8
Q8C170 Q3U3V8
P10852 P10852
Q6PAJ3 Q0VGU4
Q64213 P13864
Q9D7P9 P59672
A0A1L1SU00 A0A0R4J0V4
P42337 Q08460
Q3U8Y1 Q9JII5
Q9DBS8 Q641P0
D3YV92 D3YV92
P27790 Q8BGE5
B1AX39 Q6ZQE4
F7DDS0 Q99JN2
O35740 Q6R2P8
Q8K0Y7 Q8K0Y7
Q3UHD9 Q9WVM1
D3YYZ1 D3YYZ1
Q9D3D0 Q91YU7
Q9CZW4 Q8JZQ2
Q9CY73 F7DDS0
Q9D6F4 O08707
Q9DBR0 O35295
P63271 Q9JJN0
Q80VQ1 Q9CR26
Q80TF4 F7DDS0
Q6P4T2 Q6PDG5
P54369 Q9D7P9
Q9EPS3 Q9EPS3
Q3U717 P70697
Q9QY93 Q9JJN0
Q8R3C0 Q8K119
Q60739 Q3TQB2
Q8VEK3 Q8VEK3
O08969 P97812
Q6F5E0 P26955
Q99N84 P35639
A0A0R4J0C3 Q8K1S4
Q9WUK4 Q9D6F9
Q8BU30 Q8BU30
O35295 O35295
